timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1730842768926,97,GET Authorized User,200,OK,jp@gc - Ultimate Thread Group 2-99,text,true,,1208,191,27,27,https://api.clickup.com/api/v2/user,97,0,0
1730842768775,254,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-95,text,true,,1367,191,27,27,https://api.clickup.com/api/v2//team,254,0,59
1730842768848,192,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-107,text,true,,1367,191,28,28,https://api.clickup.com/api/v2//team,192,0,58
1730842768782,258,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-88,text,true,,1367,191,28,28,https://api.clickup.com/api/v2//team,258,0,56
1730842768771,292,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-110,text,true,,1367,191,28,28,https://api.clickup.com/api/v2//team,292,0,57
1730842768975,98,GET Authorized User,200,OK,jp@gc - Ultimate Thread Group 2-97,text,true,,1208,191,28,28,https://api.clickup.com/api/v2/user,98,0,0
1730842768836,239,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-101,text,true,,1367,191,28,28,https://api.clickup.com/api/v2//team,239,0,58
1730842768863,214,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-96,text,true,,1365,191,28,28,https://api.clickup.com/api/v2//team,214,0,61
1730842768857,226,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-93,text,true,,1366,191,29,29,https://api.clickup.com/api/v2//team,226,0,63
1730842768931,152,GET Authorized User,200,OK,jp@gc - Ultimate Thread Group 2-90,text,true,,1208,191,29,29,https://api.clickup.com/api/v2/user,152,0,0
1730842768832,252,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-87,text,true,,1367,191,29,29,https://api.clickup.com/api/v2//team,252,0,57
1730842768983,105,GET Authorized User,200,OK,jp@gc - Ultimate Thread Group 2-103,text,true,,1208,191,29,29,https://api.clickup.com/api/v2/user,105,0,0
1730842768965,131,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-105,text,false,,1078,191,29,29,https://api.clickup.com/api/v2//team,131,0,57
1730842769024,72,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-102,text,false,,1078,191,29,29,https://api.clickup.com/api/v2/user,72,0,0
1730842768945,154,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-92,text,false,,1078,191,29,29,https://api.clickup.com/api/v2//team,154,0,61
1730842768952,148,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-89,text,false,,1078,191,29,29,https://api.clickup.com/api/v2/user,148,0,0
1730842768901,204,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-100,text,true,,1366,191,29,29,https://api.clickup.com/api/v2//team,204,0,60
1730842768881,225,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-86,text,true,,1365,191,29,29,https://api.clickup.com/api/v2//team,225,0,65
1730842768982,134,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-84,text,false,,1078,191,29,29,https://api.clickup.com/api/v2//team,134,0,58
1730842768913,203,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-94,text,true,,1366,191,29,29,https://api.clickup.com/api/v2//team,203,0,62
1730842768979,141,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-109,text,false,,1078,191,29,29,https://api.clickup.com/api/v2//team,141,0,61
1730842769041,79,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-88,text,false,,1078,191,29,29,https://api.clickup.com/api/v2/user,79,0,0
1730842769040,80,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-107,text,false,,1078,191,29,29,https://api.clickup.com/api/v2/user,80,0,0
1730842768913,207,GET Authorized User,200,OK,jp@gc - Ultimate Thread Group 2-106,text,true,,1208,191,29,29,https://api.clickup.com/api/v2/user,207,0,0
1730842768978,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-108,text,false,,1078,191,29,29,https://api.clickup.com/api/v2//team,142,0,62
1730842768866,261,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-104,text,false,,1078,191,29,29,https://api.clickup.com/api/v2/user,261,0,0
1730842769063,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-110,text,false,,1078,191,30,30,https://api.clickup.com/api/v2/user,75,0,0
1730842769077,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-96,text,false,,1078,191,30,30,https://api.clickup.com/api/v2/user,75,0,0
1730842769075,78,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-101,text,false,,1078,191,30,30,https://api.clickup.com/api/v2/user,78,0,0
1730842769083,77,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-93,text,false,,1078,191,30,30,https://api.clickup.com/api/v2/user,77,0,0
1730842769096,77,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-105,text,false,,1077,191,30,30,https://api.clickup.com/api/v2/user,77,0,0
1730842768631,542,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-91,text,true,,1367,191,30,30,https://api.clickup.com/api/v2//team,542,0,55
1730842769032,134,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-83,text,false,,1078,191,30,30,https://api.clickup.com/api/v2//team,134,0,57
1730842769024,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-98,text,false,,1078,191,30,30,https://api.clickup.com/api/v2//team,142,0,60
1730842769024,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-99,text,false,,1078,191,30,30,https://api.clickup.com/api/v2//team,142,0,60
1730842769105,78,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-100,text,false,,1078,191,31,31,https://api.clickup.com/api/v2/user,78,0,0
1730842769106,81,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-86,text,false,,1078,191,31,31,https://api.clickup.com/api/v2/user,81,0,0
1730842768932,256,GET Authorized workspaces,200,OK,jp@gc - Ultimate Thread Group 2-85,text,true,,1366,191,31,31,https://api.clickup.com/api/v2//team,256,0,59
1730842769029,162,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-95,text,false,,1078,191,31,31,https://api.clickup.com/api/v2/user,162,0,0
1730842769116,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-84,text,false,,1078,191,31,31,https://api.clickup.com/api/v2/user,75,0,0
1730842769120,76,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-108,text,false,,1078,191,31,31,https://api.clickup.com/api/v2/user,76,0,0
1730842769120,85,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-109,text,false,,1077,191,31,31,https://api.clickup.com/api/v2/user,85,0,0
1730842769073,139,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-97,text,false,,1078,191,31,31,https://api.clickup.com/api/v2//team,139,0,58
1730842769078,135,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-82,text,false,,1078,191,31,31,https://api.clickup.com/api/v2//team,135,0,58
1730842769088,136,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-103,text,false,,1078,191,31,31,https://api.clickup.com/api/v2//team,136,0,58
1730842769083,141,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-90,text,false,,1077,191,31,31,https://api.clickup.com/api/v2//team,141,0,63
1730842769096,132,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-102,text,false,,1078,191,31,31,https://api.clickup.com/api/v2//team,132,0,57
1730842769100,128,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-89,text,false,,1078,191,31,31,https://api.clickup.com/api/v2//team,128,0,55
1730842769084,159,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-87,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,159,0,0
1730842769176,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-91,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,75,0,0
1730842769176,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-83,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,75,0,0
1730842769176,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-99,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,75,0,0
1730842769176,78,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-98,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,78,0,0
1730842769099,156,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-92,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,156,0,0
1730842769120,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-107,text,false,,1078,191,32,32,https://api.clickup.com/api/v2//team,142,0,63
1730842769120,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-106,text,false,,1077,191,32,32,https://api.clickup.com/api/v2//team,142,0,63
1730842769120,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-88,text,false,,1078,191,32,32,https://api.clickup.com/api/v2//team,142,0,63
1730842769127,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-104,text,false,,1077,191,32,32,https://api.clickup.com/api/v2//team,142,0,65
1730842769132,137,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-81,text,false,,1077,191,32,32,https://api.clickup.com/api/v2//team,137,0,59
1730842769188,84,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-85,text,false,,1078,191,32,32,https://api.clickup.com/api/v2/user,84,0,0
1730842769138,138,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-110,text,false,,1078,191,32,32,https://api.clickup.com/api/v2//team,138,0,59
1730842769117,166,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-94,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,166,0,0
1730842769212,76,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-97,text,false,,1077,191,33,33,https://api.clickup.com/api/v2/user,76,0,0
1730842769213,80,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-82,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,80,0,0
1730842769157,136,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-101,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,136,0,58
1730842769157,141,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-96,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,141,0,63
1730842769224,78,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-103,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,78,0,0
1730842769161,142,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-93,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,142,0,63
1730842769228,76,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-102,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,76,0,0
1730842769224,82,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-90,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,82,0,0
1730842769173,137,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-105,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,137,0,61
1730842769228,83,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-89,text,false,,1078,191,33,33,https://api.clickup.com/api/v2/user,83,0,0
1730842769182,134,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-80,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,134,0,58
1730842769183,133,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-100,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,133,0,57
1730842769187,137,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-86,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,137,0,57
1730842769192,137,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-95,text,false,,1078,191,33,33,https://api.clickup.com/api/v2//team,137,0,60
1730842769192,144,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-84,text,false,,1078,191,34,34,https://api.clickup.com/api/v2//team,144,0,60
1730842769196,140,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-108,text,false,,1078,191,34,34,https://api.clickup.com/api/v2//team,140,0,58
1730842769262,86,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-107,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,86,0,0
1730842769262,86,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-106,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,86,0,0
1730842769262,86,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-88,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,86,0,0
1730842769205,143,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-109,text,false,,1078,191,34,34,https://api.clickup.com/api/v2//team,143,0,58
1730842769269,81,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-104,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,81,0,0
1730842769276,81,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-110,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,81,0,0
1730842769229,141,GET Authorized workspaces,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-79,text,false,,1077,191,34,34,https://api.clickup.com/api/v2//team,141,0,62
1730842769293,77,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-101,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,77,0,0
1730842769298,75,GET Authorized User,429,Too Many Requests,jp@gc - Ultimate Thread Group 2-96,text,false,,1078,191,34,34,https://api.clickup.com/api/v2/user,75,0,0
